title,genre,year,netflix
인스턴트 호텔,드라마 NETFLIX ORIGINAL,2018,"호주 최고의 인스턴트 호텔을 찾아라! 휴가객들에게 자신의 집을 빌려주는 홈 호텔리어들. 그들이 돌아가며 집을 공개하고, 경쟁자들이 손님으로 묵는다. 독설과 함께."
호주 최고의 집,드라마,2016,"호주 최고의 집을 찾아라! 건축가 한 명과 인테리어 디자이너 두 명이 각자 근사한 집에 초대받아 하루를 보낸다. 그리고, 셋 중 최고의 집을 고르는 건 바로 시청자의 몫."
효리네 민박,드라마,2018,"가수 이효리와 남편 이상순이 제주도에 민박을 열었다. 심지어 직원은 아이유와 윤아! 공짜 숙박과 아침에다 때때로 요가와 음악 수업, 모닥불 가의 수다까지. 참 괜찮지 않나요?"
하우스 푸어 탈출기,드라마,2018,빚 없이 내 집을 마련할 수 있다면! 이런 꿈 같은 일을 직접 이뤄낸 사람들이 있다는데. 부동산 전문가 겸 방송인 세라 비니가 이들을 만나 똑소리 나는 노하우를 들어본다.
하우스 닥터,드라마,2016,수상: 1 nomination.
히든싱어,드라마,2015,인기 가수와 모창 능력자가 최후의 1인이 되기 위해 대결한다! 청중은 이들의 목소리만으로 진짜 가수를 가려낼 수 있을까?
신비로운 인도,드라마,2015,"놀라운 다양성을 자랑하는 나라, 인도. 이곳의 강과 사막, 열대우림과 야생동물은 사람들의 일상과 떼려야 뗄 수 없는 밀접한 관계를 맺고 있다."
401 트럭 구조대 24시,드라마 NETFLIX ORIGINAL,2018,수상: 2 nominations.
넌 내게 반했어,드라마,2011,수상: 3 wins & 1 nomination.
뭉쳐야 뜬다 패키지로 세계일주,드라마,2017,한국 대표 MC들이 패키지 세계 여행을 떠난다. 최고의 연예인 타이틀 따위는 벗어던지고 평범한 중년 아저씨로 돌아간 네 남자. 가이드 깃발 아래 뭉쳐야 산다!
인테리어 디자인 챌린지,드라마,2016,최고의 아마추어 인테리어 디자이너는 누구? 빠듯한 시간과 예산으로 깜짝 놀랄 만한 인테리어를 선보여야 하는 참가자들. 그들의 뚝딱뚝딱 대결이 알록달록 펼쳐진다!
그랜드 디자인: 호주,드라마,2013,수상: 1 win & 6 nominations.
프리즌 걸스,드라마 NETFLIX ORIGINAL,2018,"10대라고 얕보면 큰코다칠걸? 거친 생각과 불안한 눈빛의 소녀들이 교정 시설에 모였다. 새로운 삶을 꿈꾸며, 미래로 나아가는 아이들. 할 수 있다, 힘내라, 반항아들!"
다섯 손가락,드라마,2012,채영랑은 피아니스트로서의 성공을 포기한 채 현모양처의 삶을 꿈꾸며 재벌과 결혼한다. 그러나 인생이란 예측할 수 없는 것.
파우다: 혼돈,드라마 NETFLIX ORIGINAL,2018,이스라엘 방위군의 요원 도론. 손수 제거하고 마음 편히 퇴직까지 하게 만든 하마스의 핵심 멤버가 살아있다! 놈을 잡을 절호의 기회를 놓치지 않고 그가 복귀하면서 숨 가쁜 접전이 펼쳐진다. 피와 보복의 대혼돈이.
패스트 카: 슈퍼카를 이길 차,드라마 NETFLIX ORIGINAL,2018,"누구나 쉽게 말한다, 슈퍼카를 앞지를 차는 없다고. 예측불허 슬리퍼카가 당신의 상상력을 추월한다. 기상천외 레이싱, 슈퍼카 대 슬리퍼카! 세계에서 가장 빠른 차는?"
판타스틱,드라마,2016,수상: 1 win & 2 nominations.
파이널 판타지 XIV: 빛의 아버지,드라마 NETFLIX ORIGINAL,2017,서먹했던 아버지와 아들이 온라인 롤플레잉 게임 《파이널 판타지 14》를 함께 하면서 부자지간의 정을 쌓아간다. 실화를 바탕으로 한 실사 드라마 시리즈.
선택! 드림홈: 영국의 전원주택,드라마,2015,전원생활을 꿈꾸십니까? 한적한 곳에 집을 구하려는 각양각색의 사람들과 함께 영국 전역을 돌며 전원주택을 둘러보는 시간. 각 지역 특유의 아름다운 자연과 역사는 덤!
선택! 드림홈: 유럽의 집,드라마,2014,저 해협을 건너면 어떤 삶이 기다릴까. 궂은 날씨와 생활의 압박에 지친 영국인들이 섬을 벗어나 대륙으로 눈을 돌렸다. 유럽 각지를 돌며 새로운 터전을 발굴해보자.
에다,드라마 NETFLIX ORIGINAL,2018,아름다운 유명 패션 디자이너 에다. 수수께끼의 매력적인 남자 테오와 마주친 것은 운명이었을까. 복수와 열정과 어두운 비밀이 그녀의 왕국을 송두리째 뒤흔든다.
데런 브라운: 종말과 공포,드라마,2012,"인간은 누구나 마음속에 자신의 인생을 송두리째 바꿀 힘을 가지고 있다고 믿는 남자. 독보적인 능력의 심리술사, 데런 브라운이 차원이 다른 심리 게임으로 인도한다. 자신을 바꾸고 싶은가? 그렇다면 바뀔 것이라고 믿기만 하라."
세계를 뒤흔든 위험한 마술,드라마 NETFLIX ORIGINAL,2018,세계를 누비며 마술을 선보이는 드러먼드 머니쿠츠. 그가 위대한 마술사들을 죽게 만든 악명 높은 묘기에 도전한다. 위험하지만 매혹적인 그의 도전은 성공할 수 있을까.
데이비드 애튼버러의 자연 이야기,드라마,2013,동물 세계에서 발견되는 흥미롭고도 놀라운 진화적 특성과 습성을 저명한 동물학자 데이비드 애튼버러를 통해 직접 들어본다.
희망의 딸들,드라마 NETFLIX ORIGINAL,2017,수상: 3 nominations.
데이팅 라운드,드라마 NETFLIX ORIGINAL,2019,"외로운 뉴요커들이 다섯 번의 소개팅에 도전한다. 어색하고 낯선 첫 만남에서, 그들은 특별한 인연을 만들 수 있을까? 밀고 당기는 아찔한 탐색전이 시작된다."
쿠킹 온 하이: 수상한 요리 대결,드라마 NETFLIX ORIGINAL,2018,"사상 최초의 대마 요리 쇼가 온다. 특별한 재료를 넣은, 기가 막히게 맛있는 음식. 이 중 최고를 가려야 하는 판정단. 맛과 기분, 그 어느 것도 놓칠 수 없다!"
스눕 독의 풋볼 클럽,드라마 NETFLIX ORIGINAL,2018,수상: 1 nomination.
비커밍 에이전트: 나치에 맞서라,드라마 NETFLIX ORIGINAL,2018,제2차 세계대전에서 명성을 떨친 영국 비밀 부대 SOE. 14인의 후보가 SOE 요원이 되기 위한 훈련에 돌입한다. 역사적 고증을 바탕으로 한 다큐멘터리 리얼리티쇼.
초즌:살인:게임,드라마 NETFLIX ORIGINAL,2017,수상: 1 nomination.
체서피크 쇼어,드라마,2018,수상: 4 nominations.
냉장고를 부탁해,드라마,2017,인기 연예인의 집 냉장고엔 뭐가 들었을까? 한국 최고의 셰프들이 연예인의 냉장고에서 직접 꺼낸 재료를 사용해 즉흥 요리 맞대결을 펼친다.
우리 저렴하게 결혼했어요!,드라마,2016,"단 하루를 위해 빚을 질 순 없다! 빠듯한 예산으로 결혼식을 준비하는 커플들. 갖은 수고와 발품이 필요하지만, 평생 한 번 있을 특별한 날을 제 나름대로 멋지게 계획한다."
캐머런 쫓아가기,드라마 NETFLIX ORIGINAL,2016,소셜 미디어 스타 캐머런 댈러스. 명실공히 글로벌 스타가 된 그의 다음 목표는 무엇일까? 그의 월드투어를 비하인드까지 일제히 공개한다.
아르나우의 성전,드라마 NETFLIX ORIGINAL,2017,"운명 대신 자유를 선택한 남자, 아르나우. 농노의 아들인 그는 원하는 것을 성취할 기회를 얻지만, 그때마다 소중한 것을 잃을 위기에 처한다. 심지어 자신의 목숨까지도."
캐칭 헬,드라마,2014,수상: 1 nomination.
현장 퀴즈쇼 캐시 캡,드라마,2010,가시는 곳까지 신나게 모십니다. 게다가 현금까지 드립니다? 세상에 없던 특별한 택시 서비스가 등장했다. 택시를 잡아타고 목적지를 말하는 순간 깜짝 퀴즈 쇼의 주인공이 되는 승객들. 목적지에 닿기 전에 퀴즈를 풀고 상금을 획득하라!
카 마스터: 튜닝의 신,드라마 NETFLIX ORIGINAL,2018,미국 캘리포니아주 터메큘라의 고담 카센터. 이곳에 튜닝의 신들이 모여 산다. 흔한 자동차 개조 거래 전문가들이 아니다. 공상을 현실로 빚어내는 환상의 마법사!
베스트 팝업 호텔: 자연을 짓다,드라마,2017,"대자연 속에 부티크 호텔이? 영국 웨일스의 아름다운 풍경을 배경으로, 꼭 한 번 자보고픈 개성 만점 팝업 호텔을 짓는 참가자들. 당신이 점찍은 우승 후보는 누구입니까?"
브라이트: 뮤직 비디오 시리즈,드라마,2017,"윌 스미스 주연의 영화 《브라이트》를 장식한 음악이 한자리에! 바스틸, 머신 건 켈리, 로직, 미고스 앤 프렌즈 등 정상급 뮤지션들의 완성도 높은 뮤직비디오를 감상해보자."
본다이 잉크: 타투의 정복자들,드라마,2017,"호주의 해변에 자리 잡은 타투숍. 뛰어난 실력을 자랑하는 타투이스트들과 각양각색의 사연을 간직한 고객들, 더 나은 타투숍으로의 도약을 꿈꾸는 오너의 이야기가 펼쳐진다."
블러드라인,드라마 NETFLIX ORIGINAL,2017,수상: Nominated for 1 Golden Globe. Another 4 wins & 16 nominations.
세상을 구하는 사나이 빌 나이,드라마 NETFLIX ORIGINAL,2018,수상: Nominated for 3 Primetime Emmys. Another 1 win & 2 nominations.
빅 드림: 꿈의 정원 프로젝트,드라마,2017,영국 곳곳의 정원이 대변신을 꿈꾼다! 취향에 딱 맞는 멋진 뜰과 마당을 갖고 싶지만 정원 가꾸기에 서툰 사람들을 위해 몬티 돈이 나섰다. 우리 집 정원이 달라졌어요!
비긴 어게인,드라마,2017,수상: Nominated for 1 Oscar. Another 5 wins & 17 nominations.
배틀피시,드라마 NETFLIX ORIGINAL,2018,"여름, 미국 태평양 연안 북서부의 바다가 금광으로 변신한다! 값비싼 참치 떼를 잡기 위해 배를 띄우는 어부들. 그들의 전쟁과 같은 참치잡이 현장을 실감 나게 포착한다."
썰전,드라마,2019,가릴 것 없다. 거침없다. 정치인과 변호사가 한 주간의 가장 핫한 이슈를 TV 뉴스에선 상상할 수 없는 깊이로 독하게 털어준다.
내겐 너무 완벽한 EX,드라마 NETFLIX ORIGINAL,2018,"한때 뜨거웠던 우리. 각자의 길을 가면서도 서로 잊지 못했던 우리. 긴 세월이 흐른 지금 재회한다면, 과거를 털어내고 다시 시작할 수 있을까. 앞으로 3주, 두 번째 기회를 선택한 남녀의 아슬아슬한 실험이 시작된다."
댄싱 베이비,드라마 NETFLIX ORIGINAL,2018,"어른 춤꾼 뺨치는 어린이들의 치열한 볼룸댄스 세계. 최강의 팀을 만들기 위해 모든 것을 쏟아붓는 열정 뿜뿜 강사, 기대가 하늘을 찌르는 부모, 당찬 꼬마 댄서들을 만난다."
골든:아워:생명을 살리는 60분,드라마,2014,"따르릉 울리는 전화벨. 수화기로 다급한 목소리가 전해지면, 의료진은 시간과 싸움을 시작한다. 응급 환자의 생사를 가르는 것은 바로 시간. 60분 안에 모든 것이 결정된다!"
비정상회담,드라마,2017,한국 연예인 3인의 진행 하에 다양한 국적의 남성들이 패널로 출연해 한국과 각국의 이슈를 놓고 재기 발랄한 토론을 벌인다.
캐럴 버넷과 꼬마 상담소,드라마 NETFLIX ORIGINAL,2018,수상: 4 nominations.
100% 메이크오버,드라마,2016,"스타일리스트, 헤어 전문가, 메이크업 아티스트가 영국 최악의 패션 테러리스트 구제에 나섰다. 과한 화장, 도 넘은 옷차림은 제발 그만! 핫하게 변신해봐, 우리가 도와줄게."
한 여름밤의 단막극장,영화,2010,"부푼 마음으로 떠난 여름휴가에서 모기와 싸우고, 계획이 틀어지고, 예상치 못한 문제를 만나는 등 휴가가 뜻대로 풀리지 않는 사람들의 이야기."
관음증자의 모텔,영화 NETFLIX ORIGINAL,2017,관음증에 빠져 손님들을 엿본 모텔 주인. 전설적인 언론인 게이 털리즈가 수십 년간 숨겨왔던 그 비밀을 공개한다. 하지만 그 비밀 아래는 또 다른 비밀이 숨어 있다.
베가스 베이비,영화,2016,"라스베이거스의 한 의사가 체외 수정 시술을 상품으로 내걸고 온라인 콘테스트를 진행하자, 보험 처리가 되지 않는 이 시술을 받으려고 수많은 참가자들이 몰려든다."
반란의 계곡,영화,2014,수상: 7 wins.
Unchained: The Untold Story of Freestyle Motocross,영화,2016,이 박진감 넘치는 다큐멘터리는 최고의 익스트림 스포츠라 할 수 있는 프리스타일 모터크로스가 부상하게 된 과정과 그 개척자들을 조명한다.
"UFO, 은폐된 진실",영화,2017,저명한 UFO 전문가 스티븐 그리어 박사가 목격자 인터뷰와 일급 기밀 자료를 공개하며 외계인의 존재를 입증한다.
Tyke Elephant Outlaw,영화,2015,수상: 2 nominations.
두 개의 카탈루냐,영화 NETFLIX ORIGINAL,2018,"카탈루냐 독립을 둘러싼 분쟁. 이 격렬한 대립은 언제쯤 끝이 날까. 카탈루냐와 스페인의 대표 인사들이 역사, 문화, 경제적으로 복잡하게 뒤얽힌 갈등을 되짚는다."
트루: 마음을 전해요,영화 NETFLIX ORIGINAL,2019,"일 년에 한 번, 마음을 전하는 날. 트루는 늘 혼자 있는 글러미에게도 행복을 전하러 갑니다. 하지만 오히려 글러미의 우울한 마음이 마을에 퍼져요. 소원 나무, 도와줘요!"
깡철이,영화,2013,"거친 세상을 ‘깡’으로 맞서는 부산 사나이 강철. 엄마의 악화된 병세, 금전적 압박, 그리고 뒷골목 깡패의 솔깃한 제안. 잔인해져 가는 세상을 그는 계속 버텨낼 수 있을까."
커크 선장의 스타트렉 트레킹,영화,2017,"《스타트렉》의 커크 선장 윌리엄 섀트너가 과학자, 혁신가, 유명 인사들을 만나 이 작품에 담긴 낙관주의가 여러 세대에 미친 영향에 관해 이야기를 나눈다."
더 트루 코스트,영화,2015,수상: 1 nomination.
라이프 인 스페이스: 지구의 이웃을 찾아,영화,2016,수상: 1 nomination.
작전,영화,2009,수상: 2 wins.
"레이철, 하얀 흑인",영화 NETFLIX ORIGINAL,2018,수상: 1 nomination.
영웅이 된 장난감: 우주의 왕자 히맨,영화,2017,"우주의 왕자 히맨을 기억하는가. '내게 힘이 있노라'를 외치며 세상을 평정한 근육질 영웅이 처음엔 플라스틱 완구에 불과했다고? 스타워즈 피겨에 대항해 나온 장난감이 이름을 얻고 살아 움직이기까지, 그 탄생 비화마저 너무나 영웅적이다!"
"유엔타이융, 영화를 그리다",영화,2016,"홍콩 영화 황금시대를 빛낸 무대 뒤의 인물, 영화 포스터 화가 롼다융. 영화 포스터를 예술의 반열로 끌어올린 그의 손 그림 작품들과 그 의미를 따라가 본다."
마우트하우센의 사진사,영화 NETFLIX ORIGINAL,2018,"강제 수용소에 수감된 포로. 수용소의 내사를 기록하는 사진사로 노역하던 중, 나치의 만행이 고스란히 담긴 필름을 발견한다. 그리고 결심한다. 죽는다 하더라도 필름을 세상에 내보내기로. 지옥의 참상을 고발하기로. 실화가 바탕인 작품."
박물관을 털어라,영화,2008,"새로 부임한 미술관 큐레이터가 자신들이 좋아하는 여러 작품을 다른 곳으로 보내기 시작하자, 미술관 경비원인 로저, 찰스, 조지는 작품을 훔치려는 계획을 세운다."
연인과 독재자,영화,2016,홍콩에서 납치된 후 본의 아니게 독재자 김정일을 위해 영화를 만들게 된 두 명의 남한 영화인. 이들이 당시의 경험담을 직접 털어놓는다.
카운터컬처 420,영화,2017,"대마초 합법화의 연기가 자욱한 미국. 재미로 피워도 문제없는 주가 출현하면서 사회 인식도 너그러워졌다! 덩달아 대규모 산업도 성장 중이라는데, 대마초 정말 괜찮나요?"
와일드 씽 3: 썸머 비치,영화,2000,정신병원에서 퇴원해 컨트리클럽에서 일하며 부유한 친구들과 어울리게 된 에이드리언. 그중 최고 퀸카의 언니와 자신이 이상하리만치 닮았다는 사실을 알게 된다.
무림신공 : 황금봉의 전사,영화,2014,수상: 2 wins & 3 nominations.
마약왕,영화,2018,수상: 3 nominations.
1급기밀,영화,2017,국방부 항공부품구매과 과장으로 부임한 박 중령. 전투기 부품 선정에 관한 의혹을 조사하던 중 수상한 점을 발견한다. 그리고 발생한 전투기 추락 사고. 어떻게든 사고의 진실을 은폐하려는 윗선의 노력 뒤에는 더 큰 비리가 숨어 있었으니.
크러쉬,영화,1993,수상: 2 wins & 3 nominations.
핵의 연대기,영화,2016,수상: 1 nomination.
사케의 탄생,영화,2015,수상: 3 wins & 3 nominations.
테일러 스위프트의 레퓨테이션 스타디움 투어,영화 NETFLIX ORIGINAL,2018,수상: 2 nominations.
지상의 별처럼,영화,2007,엉뚱하고 호기심 많은 꼬마 이샨. 기숙학교에 가게 되지만 자신의 재능을 알아본 특별한 미술 선생님을 만나 상상의 나래를 펴고 진정한 자아를 찾는다.
일출,영화,2014,아동 납치 사건을 조사하는 뭄바이 경찰청 경위. 납치된 딸의 기억과 정체 모를 인물의 환영에 시달린다.
나의 프리티 갱스터 보이,영화,2014,수상: 1 win & 12 nominations.
색즉시공 시즌 2,영화,2007,"'색'에 굶주린 법대생. 남들 다 부러워하는 여친이 있음 뭘 해. 주야장천 키스만 입술 부르트게 하는데! 고시 준비도 막막, 색의 실천도 막막하던 차에 엄청난 라이벌까지 맞이하다니. 이제 여친이랑 진도 빼기는커녕 여친을 잃을 위기?"
서울 캠프 1986,영화,2015,수상: 2 wins.
누구냐 넌?,영화,2012,어설픈 생계형 사립 탐정 테킨. 실종된 딸을 찾아달라는 부잣집 사모님의 의뢰를 받고 수사를 진행하지만 크고 작은 사고가 끊이질 않는다.
헨리 8세의 궁전: 햄프턴 코트의 비밀,영화,2013,이 웅장한 궁전의 500년 역사는 헨리 8세의 사치스러운 생활방식과 그의 여섯 부인의 비극적 운명과 불가분의 관계가 있습니다.
채츠워스의 비밀,영화,2013,영국의 아주 유명한 귀족의 대저택인 채츠워스의 역사를 통하여 비극과 스캔들의 이야기가 펼쳐집니다.
세컨드 액트,영화 NETFLIX ORIGINAL,2018,수상: 1 nomination.
서치,영화,2018,수상: 5 wins & 7 nominations.
슈베르트 씨는 교미 중,영화,2016,"유서 깊은 가문의 후손 올라프 슈베르트. 어찌나 바쁜지 여자 만날 시간이 없다. 그런데 아들을 낳으라는 말만 남기고 병원에 실려 간 아버지. 아, 여자를 어떻게 만나지?"
샌디 웩슬러,영화 NETFLIX ORIGINAL,2017,수상: 1 win & 2 nominations.
새드 힐: 석양에서 돌아오다,영화,2017,수상: 4 wins & 5 nominations.
루폴의 드래그 레이스: 크리스마스 퀸,영화,2018,"이제, 목표는 크리스마스 퀸이다. 팬들에게 사랑받은 지난 시즌 참가자 8명이 열띤 대결을 펼치니 볼거리가 무궁무진. 아찔하고 짜릿한 도발에, 크리스마스 분위기를 낸 패션까지. 지금, 퀸들이 선사하는 크리스마스의 기적이 베일을 벗는다."
7호실,영화,2017,망해가는 DVD방. 파리 날리는 것도 모자라 최악의 사건까지 터졌다! 가게의 운명이 달린 무언가를 7호실에 감추는 사장. 하지만 그곳엔 알바가 숨긴 물건도 있었으니. 문이 열리면 끝장인 사장과 못 열면 끝장인 알바의 대결이 시작된다!
로니 콜먼: 킹이라 불린 보디빌더,영화,2018,로니 콜먼. 1998년부터 2005년까지 미스터 올림피아에서 8회 연속 우승을 기록한 전설의 보디빌더. 하지만 이후 그가 치러야 했던 대가도 만만치 않았다. 콜먼이 세계 정상에 우뚝 서기까지의 과정과 현재의 삶을 담아낸 다큐멘터리.
리치먼드 구출 시나리오,영화,2015,수상: 2 nominations.
Rolling Papers,영화,2015,수상: 1 win.
로코,영화,2016,수상: 1 win.
로봇 G,영화,2012,"프로토타입으로 제작된 두 발 달린 로봇이 박람회 전날 망가지자, 당황한 제작자 3명은 로봇 의상을 입은 노인을 대신 투입한다."
로드 투 예스터데이,영화,2015,수상: 1 win & 4 nominations.
옆집 남자,영화,2016,수상: Nominated for 2 Primetime Emmys. Another 1 win & 5 nominations.
두 발로 굳건히,영화,2016,수상: 1 nomination.
라디오,영화,2015,수상: 1 win & 1 nomination.
누가 네게 노래를 불러줄까,영화,2018,수상: 14 wins & 24 nominations.
프리스크립션 덕즈,영화,2015,한 다큐멘터리 감독이 자신의 가족이 직접 겪은 일을 토대로 미국 식약청과 제약 업계를 둘러싼 윤리적 문제를 고발한다.
다이노 어드벤처: 먹이사슬의 제왕,영화,2012,공룡 시대를 군림한 제왕은 어떤 모습이었을까. 최상위 포식자로 알려진 스피노사우루스 등을 세세한 검증 자료와 최근 발견된 화석에 기초한 생생한 이미지로 보여준다. 실감 나는 3D 영상으로 잃어버린 공룡 세계를 재현한 다큐멘터리.
개와 고양이의 사료에 관한 진실,영화,2017,수상: 1 win.
퍼시큐티드,영화,2014,유명 전도사이자 운동가로 널리 추앙받는 존 루터. 하루아침에 강간·살해 용의자로 몰리고 만다. 모든 종교를 통합하는 법안에 지지를 표하지 않았기 때문. 무죄를 증명하러 나선 존. 법안에 숨겨진 미국 정부의 음모를 밝혀야만 한다.
이런 사람들,영화,2016,술에 취해 남편의 동성애자 절친과 하룻밤 불장난을 벌인 여자가 임신하면서 여러 친구들의 삶에 대혼란이 찾아온다.
펜타토닉스: 온 마이 웨이 홈,영화,2015,자칭 괴짜 합창단에서 그래미상에 빛나는 5중창단이 된 펜타토닉스. 이 다큐멘터리에서는 전석 매진된 그들의 2015년 투어를 추적한다.
지미 버핏의 패럿헤드,영화,2016,지미 버핏의 콘서트라면 어디든 간다! 그의 음악에서 여유로움을 찾는 열성 팬들. 이들이 함께 만들어 낸 다채롭고 인간미 넘치는 세계에 함께 빠져 보자.
"우리는, 파리",영화 NETFLIX ORIGINAL,2019,"충격적인 사건 이후 긴장감이 고조되는 파리. 그 속에서 살아남은 한 여자는 지난날들을 떠올린다. 꿈과 추억, 과거의 선택과 일어나지 않은 미래, 그 모두를 곱씹는다."
패들턴,영화 NETFLIX ORIGINAL,2019,수상: 1 nomination.
내츄럴본프랭크스터스,영화,2016,"유튜브 최고의 장난꾸러기 바이탈라이즈드티비, 데니스 로디, 로먼 앳우드가 상식을 뛰어넘은 과감한 스턴트로 할리우드를 접수한다."
냇 킹 콜: 어둠 속의 빛,영화,2014,인종의 장벽을 뛰어넘어 재즈계에 지울 수 없는 발자취를 남긴 선구적인 뮤지션 냇 킹 콜의 삶과 재능을 깊이 파고든 다큐멘터리.
날레디: 아기 코끼리 구하기,영화,2016,수상: 1 nomination.
정자왕,영화,2014,대학을 졸업하고 에로 소설을 쓰다 일거리가 떨어진 남성이 포르노 영화계의 스타로 변신하기까지의 과정이 펼쳐진다.
트러블 메이트,영화,2017,이슬람계 최대 명절이 다가오건만 이 남자의 삶은 막막하기만 하다. 직장에서 잘린 와중에 여자 친구의 가족을 만나러 가야 하는데 문제만 첩첩산중. 게다가 여행 동행이란 녀석이 보통 말썽이 아닐 수 없으니. 목적지에 갈 수나 있으려나.
마이 오운 맨,영화 NETFLIX ORIGINAL,2015,곧 아들이 생긴다는 사실에 두렵고 불안해진 한 남성. 진정한 남자다움을 탐색하기 위해 감성적이면서 유쾌한 모험을 시작한다.
바브라 스트라이샌드: 내 이름은 바브라,영화,1965,역시 그녀는 달랐다! 1965년 흑백으로 방영된 바브라 스트라이샌드의 첫 TV 스페셜 공연. 그 흔한 게스트 한 명 없이 오로지 그녀와 아름다운 명곡들로만 구성된 특별한 무대. 끝을 알 수 없는 그녀의 팔색조 매력에 푹 빠져보시길.
총통님 나의 총통님,영화,2007,수상: 2 wins & 2 nominations.
이유를 말해 봐,영화,2017,"유명 블로거가 다른 인터넷 유명인과 마케팅 캠페인을 하게 됐다. 알고 보니 같이 할 사람이 전 남자친구라나? 게다가 이 남자, 여자의 마음을 다시 얻으려 힘이 잔뜩 들어가 있는데. 이리 엮어 놓으면 남녀의 정분은 깊어질 수밖에 없다?"
써니: 포르노 스타에서 발리우드의 여왕으로,영화,2016,성인영화 스타에서 발리우드 배우이자 리얼리티 TV 스타로! 편견과 관습을 깨고 성공한 써니 레온의 커리어를 들여다보자.
흑역사를 털어드립니다,영화,2013,누구에게나 감추고 싶은 과거가 있다! 다 큰 어른들이 생판 모르는 사람들 앞에서 자신의 어린 시절 흑역사를 털어놓는다. 그 특이한 무대 행사를 담아낸 코믹 다큐멘터리.
미스 리프리젠테이션,영화,2011,수상: 1 win & 1 nomination.
메리 키스마스,영화,2015,"케일라는 유명 안무가와 약혼한 사이지만 둘의 관계에 의구심이 든다. 낯선 사람과의 짜릿한 키스 후, 케일라의 불만은 혼란으로 바뀐다."
소림사3: 남북소림,영화,1986,수상: 1 nomination.
머라이어 캐리 크리스마스 스페셜,영화,2015,"팝계의 슈퍼스타인 머라이어 캐리가 진행하는 연말연시 스페셜 프로그램으로, 특별 게스트가 출연하고 인기 스타가 «크리스마스 전야»를 낭송한다."
마파도2,영화,2007,"재벌 회장님의 첫사랑을 찾아라! 수소문 끝에 배 타고 찾아갔더니, 여기 또 마파도야? 미운 정도 정이라고 격하게 반기는 할머니들, 왕년의 첫사랑 이야기나 풀어들 주시죠!"
마작영웅전,영화,1981,"마작의 세계엔 두 가지 유형만 있다. 고수 아니면 사기꾼. 물론 여럿이 얼기설기 엮여 있지만. 어쨌든 선과 악 혹은 고수와 사기꾼이 나름 살벌한 대결을 펼치며 다양한 군상의 진면목을 보여주는 코미디 영화, 그 깨알 재미를 느껴보시라."
마돈나,영화,2015,"재벌 회장이 위독하다! 장기 이식만이 유일한 희망. 그의 아들과 거래를 약속한 간호조무사는 잔혹한 현실에 직면하는데. 강자의 횡포와 약자의 수난, 벗을 수 없는 굴레인가."
매드 월드,영화,2016,수상: 20 wins & 31 nominations.
그이는 마초,영화,2016,평생 게이인 척하며 살아온 유명 디자이너. 여자라면 사족을 못 쓰는 그의 본색이 들통날 위기에 처한다.
맥+데빈 고투 하이스쿨,영화,2012,졸업생 대표지만 인생 경험이 별로 없는 데빈 오버스트릿은 10학년 선배이자 대마초 거래상인 맥 존슨을 만나 인생을 배운다.
우리들의 작은 영웅들,영화,2015,어쩌다가 통제불능 고교생 학급을 맡게 된 열정 가득한 젊은 여자 봉사단원. 학생들도 자신처럼 간절히 인정받고 싶을 뿐이라는 사실을 깨닫게 된다.
룰라바이,영화,2014,수상: 1 win & 1 nomination.
러크나우 센트럴,영화,2017,"빛나는 무대를 꿈꿨지만 현실은 억울한 철창신세. 지옥 같은 감옥을 겨우 버티던 청년이 음악 경연 소식에 수감자를 모아 밴드를 결성한다. 꿈과 자유, 그의 선택은 무엇인가."
두기봉의 무미신탐,영화,1995,술과 일에 빠져 사는 마약 전담 형사에게 찾아온 위기. 검거 작전에 나섰다가 주범은 놓치고 동료를 잃고 만다. 게다가 사랑 없는 결혼에 힘겨워하던 아내마저 떠나려는 상황. 불운은 이것으로도 모자란지 그는 심한 총상까지 입고 마는데.
사랑이 이긴다,영화,2014,"딸에 대한 기대치가 과도한 아내, 자의식은 강하지만 소외된 남편, 인정받길 열망하는 딸의 이야기를 그린 우울한 가족 드라마다."
루이 서룩스: 알코올 수용소,영화,2016,술을 먹다 못해 술에 먹힌 사람들. 알코올 의존증을 넘어 생명이 위험한 상황에서도 독하게 술잔을 내려놓지 못하는 건 왜일까? 런던의 한 병원에서 중독자들을 만나본다.
"루이 서룩스의 LA 스토리: 섹스, 범죄 그리고 전자발찌",영화,2014,성범죄자들의 삶은 어떠할까? 현대판 불가촉천민이 된 이들이 다시 사회의 일원이 될 수 있을까? 그럴 자격은 있는 걸까? 이들의 일상을 밀착 취재해 그 답을 탐구해본다.
라우던 웨인라이트 3세: C의 노래,영화 NETFLIX ORIGINAL,2018,"이 무대를 위해, 그는 아버지가 되어야 했다. 그래미상을 받은 가수 라우던 웨인라이트 3세. 그가 아버지와 자신의 삶을 반추하며 노래하는, 진심 가득한 음악 토크쇼."
시간이 흐르는 길처럼,영화,2017,수상: 3 nominations.
내조의 방식,영화,2016,은퇴를 앞둔 교수에게 푹 빠진 매력적인 여대생은 무척이나 남다른 방식으로 교수의 단조로운 가정생활을 뒤흔들어 놓는다.
"레블뢰: 축구로 쓰는 프랑스 역사, 1996-2016",영화,2016,프랑스 축구 국가대표팀 레블뢰가 지나온 굴곡의 20년을 통해 프랑스 사회를 조명한 다큐멘터리.
